Sample in Buffer,Sample in Window,TRIGGER,D_IBUF[7:0],A_OBUF[7:0],amp_d[8:0],amp_d_signed[7:0],mult_full__0[15:0],user_probe_0[8:0],amp_d_signed_avg[7:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,HEX,SIGNED,UNSIGNED
602,602,0,111,128,27,27,faba,-70,27
603,603,0,111,128,27,27,faba,-70,27
604,604,0,111,128,27,27,faba,-70,27
605,605,0,111,128,27,27,faba,-70,27
606,606,0,111,128,27,27,faba,-70,27
607,607,0,111,128,27,27,fb5c,-164,27
608,608,0,111,128,27,27,fb5c,-164,27
609,609,0,111,128,27,27,fb5c,-164,27
610,610,0,111,128,27,27,fb5c,-164,27
611,611,0,111,128,27,27,fb5c,-164,27
612,612,0,111,128,27,27,fb5c,-164,27
613,613,0,111,128,27,27,fb5c,-164,27
614,614,0,111,128,27,27,fb5c,-164,27
615,615,0,111,128,27,27,fb5c,-164,27
616,616,0,111,128,27,27,fb5c,-164,27
617,617,0,111,128,27,27,fb5c,-164,27
618,618,0,111,128,27,27,fb5c,-164,27
619,619,0,111,128,27,27,fb5c,-164,27
620,620,0,111,128,27,27,fb5c,-164,27
621,621,0,111,128,27,27,fb5c,-164,27
622,622,0,111,128,27,27,fb5c,-164,27
623,623,0,111,128,27,27,fb5c,-164,27
624,624,0,111,128,27,27,fb5c,-164,27
625,625,0,111,128,27,27,fb5c,-164,27
626,626,0,111,128,27,27,fb5c,-164,27
627,627,0,111,128,27,27,fbfe,-2,27
628,628,0,111,128,27,27,fbfe,-2,27
629,629,0,111,128,27,27,fbfe,-2,27
630,630,0,111,128,27,27,fbfe,-2,27
631,631,0,111,128,27,27,fbfe,-2,27
632,632,0,111,128,27,27,fbfe,-2,27
633,633,0,111,128,27,27,fbfe,-2,27
634,634,0,111,128,27,27,fbfe,-2,27
635,635,0,111,128,27,27,fbfe,-2,27
636,636,0,111,128,27,27,fbfe,-2,27
637,637,0,111,128,27,27,fbfe,-2,27
638,638,0,111,128,27,27,fbfe,-2,27
639,639,0,111,128,27,27,fbfe,-2,27
640,640,0,111,128,27,27,fbfe,-2,27
641,641,0,111,128,27,27,fbfe,-2,27
642,642,0,111,128,27,27,fbfe,-2,27
643,643,0,111,128,27,27,fbfe,-2,27
644,644,0,111,128,27,27,fbfe,-2,27
645,645,0,111,128,27,27,fbfe,-2,27
646,646,0,111,128,27,27,fbfe,-2,27
647,647,0,111,128,27,27,fca0,-96,27
648,648,0,111,128,27,27,fca0,-96,27
649,649,0,111,128,27,27,fca0,-96,27
650,650,0,111,128,27,27,fca0,-96,27
651,651,0,111,128,27,27,fca0,-96,27
652,652,0,111,128,27,27,fca0,-96,27
653,653,0,111,128,27,27,fca0,-96,27
654,654,0,111,128,27,27,fca0,-96,27
655,655,0,111,128,27,27,fca0,-96,27
656,656,0,111,128,27,27,fca0,-96,27
657,657,0,111,128,27,27,fca0,-96,27
658,658,0,111,128,27,27,fca0,-96,27
659,659,0,111,128,27,27,fca0,-96,27
660,660,0,111,128,27,27,fca0,-96,27
661,661,0,111,128,27,27,fca0,-96,27
662,662,0,111,128,27,27,fca0,-96,27
663,663,0,111,128,27,27,fca0,-96,27
664,664,0,111,128,27,27,fca0,-96,27
665,665,0,111,128,27,27,fca0,-96,27
666,666,0,111,128,27,27,fca0,-96,27
667,667,0,111,128,27,27,fd42,-190,27
668,668,0,111,128,27,27,fd42,-190,27
669,669,0,111,128,27,27,fd42,-190,27
670,670,0,111,128,27,27,fd42,-190,27
671,671,0,111,128,27,27,fd42,-190,27
672,672,0,111,128,27,27,fd42,-190,27
673,673,0,111,128,27,27,fd42,-190,27
674,674,0,111,128,27,27,fd42,-190,27
675,675,0,111,128,27,27,fd42,-190,27
676,676,0,111,128,27,27,fd42,-190,27
677,677,0,111,128,27,27,fd42,-190,27
678,678,0,111,128,27,27,fd42,-190,27
679,679,0,111,128,27,27,fd42,-190,27
680,680,0,111,128,27,27,fd42,-190,27
681,681,0,111,128,27,27,fd42,-190,27
682,682,0,111,128,27,27,fd42,-190,27
683,683,0,111,128,27,27,fd42,-190,27
684,684,0,111,128,27,27,fd42,-190,27
685,685,0,111,128,27,27,fd42,-190,27
686,686,0,111,128,27,27,fd42,-190,27
687,687,0,111,128,27,27,fde4,-28,27
688,688,0,111,128,27,27,fde4,-28,27
689,689,0,111,128,27,27,fde4,-28,27
690,690,0,111,128,27,27,fde4,-28,27
691,691,0,111,128,27,27,fde4,-28,27
692,692,0,111,128,27,27,fde4,-28,27
693,693,0,111,128,27,27,fde4,-28,27
694,694,0,111,128,27,27,fde4,-28,27
695,695,0,111,128,27,27,fde4,-28,27
696,696,0,111,128,27,27,fde4,-28,27
697,697,0,111,128,27,27,fde4,-28,27
698,698,0,111,128,27,27,fde4,-28,27
699,699,0,111,128,27,27,fde4,-28,27
700,700,0,111,128,27,27,fde4,-28,27
701,701,0,111,128,27,27,fde4,-28,27
702,702,0,111,128,27,27,fde4,-28,27
703,703,0,111,128,27,27,fde4,-28,27
704,704,0,111,128,27,27,fde4,-28,27
705,705,0,111,128,27,27,fde4,-28,27
706,706,0,111,128,27,27,fde4,-28,27
707,707,0,111,128,27,27,fe86,-122,27
708,708,0,111,128,27,27,fe86,-122,27
709,709,0,111,128,27,27,fe86,-122,27
710,710,0,111,128,27,27,fe86,-122,27
711,711,0,111,128,27,27,fe86,-122,27
712,712,0,111,128,27,27,fe86,-122,27
713,713,0,111,128,27,27,fe86,-122,27
714,714,0,111,128,27,27,fe86,-122,27
715,715,0,111,128,27,27,fe86,-122,27
716,716,0,111,128,27,27,fe86,-122,27
717,717,0,111,128,27,27,fe86,-122,27
718,718,0,111,128,27,27,fe86,-122,27
719,719,0,111,128,27,27,fe86,-122,27
720,720,0,111,128,27,27,fe86,-122,27
721,721,0,111,128,27,27,fe86,-122,27
722,722,0,111,128,27,27,fe86,-122,27
723,723,0,111,128,27,27,fe86,-122,27
724,724,0,111,128,27,27,fe86,-122,27
725,725,0,111,128,27,27,fe86,-122,27
726,726,0,111,128,27,27,fe86,-122,27
727,727,0,111,128,27,27,ff28,-216,27
728,728,0,111,128,27,27,ff28,-216,27
729,729,0,111,128,27,27,ff28,-216,27
730,730,0,111,128,27,27,ff28,-216,27
731,731,0,111,128,27,27,ff28,-216,27
732,732,0,111,128,27,27,ff28,-216,27
733,733,0,111,128,27,27,ff28,-216,27
734,734,0,111,128,27,27,ff28,-216,27
735,735,0,111,128,27,27,ff28,-216,27
736,736,0,111,128,27,27,ff28,-216,27
737,737,0,111,128,27,27,ff28,-216,27
738,738,0,111,128,27,27,ff28,-216,27
739,739,0,111,128,27,27,ff28,-216,27
740,740,0,111,128,27,27,ff28,-216,27
741,741,0,111,128,27,27,ff28,-216,27
742,742,0,111,128,27,27,ff28,-216,27
743,743,0,111,128,27,27,ff28,-216,27
744,744,0,111,128,27,27,ff28,-216,27
745,745,0,111,128,27,27,ff28,-216,27
746,746,0,111,128,27,27,ff28,-216,27
747,747,0,111,128,27,27,ffca,-54,27
748,748,0,111,128,27,27,ffca,-54,27
749,749,0,111,128,27,27,ffca,-54,27
750,750,0,111,128,27,27,ffca,-54,27
751,751,0,111,128,27,27,ffca,-54,27
752,752,0,111,128,27,27,ffca,-54,27
753,753,0,111,128,27,27,ffca,-54,27
754,754,0,111,128,27,27,ffca,-54,27
755,755,0,111,128,27,27,ffca,-54,27
756,756,0,111,128,27,27,ffca,-54,27
757,757,0,111,128,27,27,ffca,-54,27
758,758,0,111,128,27,27,ffca,-54,27
759,759,0,111,128,27,27,ffca,-54,27
760,760,0,111,128,27,27,ffca,-54,27
761,761,0,111,128,27,27,ffca,-54,27
762,762,0,111,128,27,27,ffca,-54,27
763,763,0,111,128,27,27,ffca,-54,27
764,764,0,111,128,27,27,ffca,-54,27
765,765,0,111,128,27,27,ffca,-54,27
766,766,0,111,128,27,27,ffca,-54,27
767,767,0,111,128,27,27,0087,135,27
768,768,0,111,128,27,27,0087,135,27
769,769,0,111,128,27,27,0087,135,27
770,770,0,111,128,27,27,0087,135,27
771,771,0,111,128,27,27,0087,135,27
772,772,0,111,128,27,27,0087,135,27
773,773,0,111,128,27,27,0087,135,27
774,774,0,111,128,27,27,0087,135,27
775,775,0,111,128,27,27,0087,135,27
776,776,0,111,128,27,27,0087,135,27
777,777,0,111,128,27,27,0087,135,27
778,778,0,111,128,27,27,0087,135,27
779,779,0,111,128,27,27,0087,135,27
780,780,0,111,128,27,27,0087,135,27
781,781,0,111,128,27,27,0087,135,27
782,782,0,111,128,27,27,0087,135,27
783,783,0,111,128,27,27,0087,135,27
784,784,0,111,128,27,27,0087,135,27
785,785,0,111,128,27,27,0087,135,27
786,786,0,111,128,27,27,0087,135,27
787,787,0,111,128,27,27,017a,122,27
788,788,0,111,128,27,27,017a,122,27
789,789,0,111,128,27,27,017a,122,27
790,790,0,111,128,27,27,017a,122,27
791,791,0,111,128,27,27,017a,122,27
792,792,0,111,128,27,27,017a,122,27
793,793,0,111,128,27,27,017a,122,27
794,794,0,111,128,27,27,017a,122,27
795,795,0,111,128,27,27,017a,122,27
796,796,0,111,128,27,27,017a,122,27
797,797,0,111,128,27,27,017a,122,27
798,798,0,111,128,27,27,017a,122,27
799,799,0,111,128,27,27,017a,122,27
800,800,0,111,128,27,27,017a,122,27
801,801,0,111,128,27,27,017a,122,27
802,802,0,111,128,27,27,017a,122,27
803,803,0,111,128,27,27,017a,122,27
804,804,0,111,128,27,27,017a,122,27
805,805,0,111,128,27,27,017a,122,27
806,806,0,111,128,27,27,017a,122,27
807,807,0,111,128,27,27,021c,28,27
808,808,0,111,128,27,27,021c,28,27
809,809,0,111,128,27,27,021c,28,27
810,810,0,111,128,27,27,021c,28,27
811,811,0,111,128,27,27,021c,28,27
812,812,0,111,128,27,27,021c,28,27
813,813,0,111,128,27,27,021c,28,27
814,814,0,111,128,27,27,021c,28,27
815,815,0,111,128,27,27,021c,28,27
816,816,0,111,128,27,27,021c,28,27
817,817,0,111,128,27,27,021c,28,27
818,818,0,111,128,27,27,021c,28,27
819,819,0,111,128,27,27,021c,28,27
820,820,0,111,128,27,27,021c,28,27
821,821,0,111,128,27,27,021c,28,27
822,822,0,111,128,27,27,021c,28,27
823,823,0,111,128,27,27,021c,28,27
824,824,0,111,128,27,27,021c,28,27
825,825,0,111,128,27,27,021c,28,27
826,826,0,111,128,27,27,021c,28,27
827,827,0,111,128,27,27,02be,190,27
828,828,0,110,128,27,27,02be,190,27
829,829,0,110,128,27,27,02be,190,27
830,830,0,110,128,27,27,02be,190,27
831,831,0,110,128,27,27,02be,190,27
832,832,0,110,128,27,27,02be,190,27
833,833,0,110,128,27,27,02be,190,27
834,834,0,110,128,27,27,02be,190,27
835,835,0,110,128,27,27,02be,190,27
836,836,0,110,128,27,27,02be,190,27
837,837,0,110,128,27,27,02be,190,27
838,838,0,110,128,27,27,02be,190,27
839,839,0,110,128,27,27,02be,190,27
840,840,0,110,128,27,27,02be,190,27
841,841,0,110,128,27,27,02be,190,27
842,842,0,110,128,27,27,02be,190,27
843,843,0,110,128,27,27,02be,190,27
844,844,0,110,128,27,27,02be,190,27
845,845,0,110,128,27,27,02be,190,27
846,846,0,110,128,27,27,02be,190,27
847,847,0,110,128,27,27,0360,96,27
848,848,0,110,128,27,27,0360,96,27
849,849,0,110,128,27,27,0360,96,27
850,850,0,110,128,27,27,0360,96,27
851,851,0,110,128,27,27,0360,96,27
852,852,0,110,128,27,27,0360,96,27
853,853,0,110,128,27,27,0360,96,27
854,854,0,110,128,27,27,0360,96,27
855,855,0,110,128,27,27,0360,96,27
856,856,0,110,128,27,27,0360,96,27
857,857,0,110,128,27,27,0360,96,27
858,858,0,110,128,27,27,0360,96,27
859,859,0,110,128,27,27,0360,96,27
860,860,0,110,128,27,27,0360,96,27
861,861,0,110,128,27,27,0360,96,27
862,862,0,110,128,27,27,0360,96,27
863,863,0,110,128,27,27,0360,96,27
864,864,0,110,128,27,27,0360,96,27
865,865,0,110,128,27,27,0360,96,27
866,866,0,110,128,27,27,0360,96,27
867,867,0,110,128,27,27,0402,2,27
868,868,0,110,128,27,27,0402,2,27
869,869,0,110,128,27,27,0402,2,27
870,870,0,110,128,27,27,0402,2,27
871,871,0,110,128,27,27,0402,2,27
872,872,0,110,128,27,27,0402,2,27
873,873,0,110,128,27,27,0402,2,27
874,874,0,110,128,27,27,0402,2,27
875,875,0,110,128,27,27,0402,2,27
876,876,0,110,128,27,27,0402,2,27
877,877,0,110,128,27,27,0402,2,27
878,878,0,110,128,27,27,0402,2,27
879,879,0,110,128,27,27,0402,2,27
880,880,0,110,128,27,27,0402,2,27
881,881,0,110,128,27,27,0402,2,27
882,882,0,110,128,27,27,0402,2,27
883,883,0,110,128,27,27,0402,2,27
884,884,0,110,128,27,27,0402,2,27
885,885,0,110,128,27,27,0402,2,27
886,886,0,110,128,27,27,0402,2,27
887,887,0,110,128,27,27,04a4,164,27
888,888,0,110,128,27,27,04a4,164,27
889,889,0,110,128,27,27,04a4,164,27
890,890,0,110,128,27,27,04a4,164,27
891,891,0,110,128,27,27,04a4,164,27
892,892,0,110,128,27,27,04a4,164,27
893,893,0,110,128,27,27,04a4,164,27
894,894,0,110,128,27,27,04a4,164,27
895,895,0,110,128,27,27,04a4,164,27
896,896,0,110,128,27,27,04a4,164,27
897,897,0,110,128,27,27,04a4,164,27
898,898,0,110,128,27,27,04a4,164,27
899,899,0,110,128,27,27,04a4,164,27
900,900,0,110,128,27,27,04a4,164,27
901,901,0,110,128,27,27,04a4,164,27
902,902,0,110,128,27,27,04a4,164,27
903,903,0,110,128,27,27,04a4,164,27
904,904,0,110,128,27,27,04a4,164,27
905,905,0,110,128,27,27,04a4,164,27
906,906,0,110,128,27,27,04a4,164,27
907,907,0,110,128,27,27,0546,70,27
908,908,0,110,128,27,27,0546,70,27
909,909,0,110,128,27,27,0546,70,27
910,910,0,110,128,27,27,0546,70,27
911,911,0,110,128,27,27,0546,70,27
912,912,0,110,128,27,27,0546,70,27
913,913,0,110,128,27,27,0546,70,27
914,914,0,110,128,27,27,0546,70,27
915,915,0,110,128,27,27,0546,70,27
916,916,0,110,128,27,27,0546,70,27
917,917,0,110,128,27,27,0546,70,27
918,918,0,110,128,27,27,0546,70,27
919,919,0,110,128,27,27,0546,70,27
920,920,0,110,128,27,27,0546,70,27
921,921,0,110,128,27,27,0546,70,27
922,922,0,110,128,27,27,0546,70,27
923,923,0,110,128,27,27,0546,70,27
924,924,0,110,128,27,27,0546,70,27
925,925,0,110,128,27,27,0546,70,27
926,926,0,110,128,27,27,0546,70,27
927,927,0,110,128,27,27,05cd,205,27
928,928,0,109,128,27,27,05cd,205,27
929,929,0,109,128,27,27,05cd,205,27
930,930,0,109,128,27,27,05cd,205,27
931,931,0,109,128,27,27,05cd,205,27
932,932,0,109,128,27,27,05cd,205,27
933,933,0,109,128,27,27,05cd,205,27
934,934,0,109,128,27,27,05cd,205,27
935,935,0,109,128,27,27,05cd,205,27
936,936,0,109,128,27,27,05cd,205,27
937,937,0,109,128,27,27,05cd,205,27
938,938,0,109,128,27,27,05cd,205,27
939,939,0,109,128,27,27,05cd,205,27
940,940,0,109,128,27,27,05cd,205,27
941,941,0,109,128,27,27,05cd,205,27
942,942,0,109,128,27,27,05cd,205,27
943,943,0,109,128,27,27,05cd,205,27
944,944,0,109,128,27,27,05cd,205,27
945,945,0,109,128,27,27,05cd,205,27
946,946,0,109,128,27,27,05cd,205,27
947,947,0,109,128,27,27,066f,111,27
948,948,0,109,128,27,27,066f,111,27
949,949,0,109,128,27,27,066f,111,27
950,950,0,109,128,27,27,066f,111,27
951,951,0,109,128,27,27,066f,111,27
952,952,0,109,128,27,27,066f,111,27
953,953,0,109,128,27,27,066f,111,27
954,954,0,109,128,27,27,066f,111,27
955,955,0,109,128,27,27,066f,111,27
956,956,0,109,128,27,27,066f,111,27
957,957,0,109,128,27,27,066f,111,27
958,958,0,109,128,27,27,066f,111,27
959,959,0,109,128,27,27,066f,111,27
960,960,0,109,128,27,27,066f,111,27
961,961,0,109,128,27,27,066f,111,27
962,962,0,109,128,27,27,066f,111,27
963,963,0,109,128,27,27,066f,111,27
964,964,0,109,128,27,27,066f,111,27
965,965,0,109,128,27,27,066f,111,27
966,966,0,109,128,27,27,066f,111,27
967,967,0,109,128,27,27,06f6,246,27
968,968,0,109,128,27,27,06f6,246,27
969,969,0,109,128,27,27,06f6,246,27
970,970,0,109,128,27,27,06f6,246,27
971,971,0,109,128,27,27,06f6,246,27
972,972,0,109,128,27,27,06f6,246,27
973,973,0,109,128,27,27,06f6,246,27
974,974,0,109,128,27,27,06f6,246,27
975,975,0,109,128,27,27,06f6,246,27
976,976,0,109,128,27,27,06f6,246,27
977,977,0,109,128,27,27,06f6,246,27
978,978,0,109,128,27,27,06f6,246,27
979,979,0,109,128,27,27,06f6,246,27
980,980,0,109,128,27,27,06f6,246,27
981,981,0,109,128,27,27,06f6,246,27
982,982,0,109,128,27,27,06f6,246,27
983,983,0,109,128,27,27,06f6,246,27
984,984,0,109,128,27,27,06f6,246,27
985,985,0,109,128,27,27,06f6,246,27
986,986,0,109,128,27,27,06f6,246,27
987,987,0,109,128,27,27,077d,125,27
988,988,0,109,128,27,27,077d,125,27
989,989,0,109,128,27,27,077d,125,27
990,990,0,109,128,27,27,077d,125,27
991,991,0,109,128,27,27,077d,125,27
992,992,0,109,128,27,27,077d,125,27
993,993,0,109,128,27,27,077d,125,27
994,994,0,109,128,27,27,077d,125,27
995,995,0,109,128,27,27,077d,125,27
996,996,0,109,128,27,27,077d,125,27
997,997,0,109,128,27,27,077d,125,27
998,998,0,109,128,27,27,077d,125,27
999,999,0,109,128,27,27,077d,125,27
1000,1000,0,109,128,27,27,077d,125,27
1001,1001,0,109,128,27,27,077d,125,27
1002,1002,0,109,128,27,27,077d,125,27
1003,1003,0,109,128,27,27,077d,125,27
1004,1004,0,109,128,27,27,077d,125,27
1005,1005,0,109,128,27,27,077d,125,27
1006,1006,0,109,128,27,27,077d,125,27
1007,1007,0,109,128,27,27,0804,4,27
1008,1008,0,109,128,27,27,0804,4,27
1009,1009,0,109,128,27,27,0804,4,27
1010,1010,0,109,128,27,27,0804,4,27
1011,1011,0,109,128,27,27,0804,4,27
1012,1012,0,109,128,27,27,0804,4,27
1013,1013,0,109,128,27,27,0804,4,27
1014,1014,0,109,128,27,27,0804,4,27
1015,1015,0,109,128,27,27,0804,4,27
1016,1016,0,109,128,27,27,0804,4,27
1017,1017,0,109,128,27,27,0804,4,27
1018,1018,0,109,128,27,27,0804,4,27
1019,1019,0,109,128,27,27,0804,4,27
1020,1020,0,109,128,27,27,0804,4,27
1021,1021,0,109,128,27,27,0804,4,27
1022,1022,0,109,128,27,27,0804,4,27
1023,1023,0,109,128,27,27,0804,4,27
1024,1024,0,109,128,27,27,0804,4,27
1025,1025,0,109,128,27,27,0804,4,27
1026,1026,0,109,128,27,27,0804,4,27
1027,1027,0,109,128,27,27,088b,139,27
1028,1028,0,108,128,27,27,088b,139,27
1029,1029,0,108,128,27,27,088b,139,27
1030,1030,0,108,128,27,27,088b,139,27
1031,1031,0,108,128,27,27,088b,139,27
1032,1032,0,108,128,27,27,088b,139,27
1033,1033,0,108,128,27,27,088b,139,27
1034,1034,0,108,128,27,27,088b,139,27
1035,1035,0,108,128,27,27,088b,139,27
1036,1036,0,108,128,27,27,088b,139,27
1037,1037,0,108,128,27,27,088b,139,27
1038,1038,0,108,128,27,27,088b,139,27
1039,1039,0,108,128,27,27,088b,139,27
1040,1040,0,108,128,27,27,088b,139,27
1041,1041,0,108,128,27,27,088b,139,27
1042,1042,0,108,128,27,27,088b,139,27
1043,1043,0,108,128,27,27,088b,139,27
1044,1044,0,108,128,27,27,088b,139,27
1045,1045,0,108,128,27,27,088b,139,27
1046,1046,0,108,128,27,27,088b,139,27
1047,1047,0,108,128,27,27,0912,18,27
1048,1048,0,108,128,27,27,0912,18,27
1049,1049,0,108,128,27,27,0912,18,27
1050,1050,0,108,128,27,27,0912,18,27
1051,1051,0,108,128,27,27,0912,18,27
1052,1052,0,108,128,27,27,0912,18,27
1053,1053,0,108,128,27,27,0912,18,27
1054,1054,0,108,128,27,27,0912,18,27
1055,1055,0,108,128,27,27,0912,18,27
1056,1056,0,108,128,27,27,0912,18,27
1057,1057,0,108,128,27,27,0912,18,27
1058,1058,0,108,128,27,27,0912,18,27
1059,1059,0,108,128,27,27,0912,18,27
1060,1060,0,108,128,27,27,0912,18,27
1061,1061,0,108,128,27,27,0912,18,27
1062,1062,0,108,128,27,27,0912,18,27
1063,1063,0,108,128,27,27,0912,18,27
1064,1064,0,108,128,27,27,0912,18,27
1065,1065,0,108,128,27,27,0912,18,27
1066,1066,0,108,128,27,27,0912,18,27
1067,1067,0,108,128,27,27,097e,126,27
1068,1068,0,108,128,27,27,097e,126,27
1069,1069,0,108,128,27,27,097e,126,27
1070,1070,0,108,128,27,27,097e,126,27
1071,1071,0,108,128,27,27,097e,126,27
1072,1072,0,108,128,27,27,097e,126,27
1073,1073,0,108,128,27,27,097e,126,27
1074,1074,0,108,128,27,27,097e,126,27
1075,1075,0,108,128,27,27,097e,126,27
1076,1076,0,108,128,27,27,097e,126,27
1077,1077,0,108,128,27,27,097e,126,27
1078,1078,0,108,128,27,27,097e,126,27
1079,1079,0,108,128,27,27,097e,126,27
1080,1080,0,108,128,27,27,097e,126,27
1081,1081,0,108,128,27,27,097e,126,27
1082,1082,0,108,128,27,27,097e,126,27
1083,1083,0,108,128,27,27,097e,126,27
1084,1084,0,108,128,27,27,097e,126,27
1085,1085,0,108,128,27,27,097e,126,27
1086,1086,0,108,128,27,27,097e,126,27
1087,1087,0,108,128,27,27,09ea,234,27
1088,1088,0,108,128,27,27,09ea,234,27
1089,1089,0,108,128,27,27,09ea,234,27
1090,1090,0,108,128,27,27,09ea,234,27
1091,1091,0,108,128,27,27,09ea,234,27
1092,1092,0,108,128,27,27,09ea,234,27
1093,1093,0,108,128,27,27,09ea,234,27
1094,1094,0,108,128,27,27,09ea,234,27
1095,1095,0,108,128,27,27,09ea,234,27
1096,1096,0,108,128,27,27,09ea,234,27
1097,1097,0,108,128,27,27,09ea,234,27
1098,1098,0,108,128,27,27,09ea,234,27
1099,1099,0,108,128,27,27,09ea,234,27
1100,1100,0,108,128,27,27,09ea,234,27
1101,1101,0,108,128,27,27,09ea,234,27
1102,1102,0,108,128,27,27,09ea,234,27
1103,1103,0,108,128,27,27,09ea,234,27
1104,1104,0,108,128,27,27,09ea,234,27
1105,1105,0,108,128,27,27,09ea,234,27
1106,1106,0,108,128,27,27,09ea,234,27
1107,1107,0,108,128,27,27,0a56,86,27
1108,1108,0,108,128,27,27,0a56,86,27
1109,1109,0,108,128,27,27,0a56,86,27
1110,1110,0,108,128,27,27,0a56,86,27
1111,1111,0,108,128,27,27,0a56,86,27
1112,1112,0,108,128,27,27,0a56,86,27
1113,1113,0,108,128,27,27,0a56,86,27
1114,1114,0,108,128,27,27,0a56,86,27
1115,1115,0,108,128,27,27,0a56,86,27
1116,1116,0,108,128,27,27,0a56,86,27
1117,1117,0,108,128,27,27,0a56,86,27
1118,1118,0,108,128,27,27,0a56,86,27
1119,1119,0,108,128,27,27,0a56,86,27
1120,1120,0,108,128,27,27,0a56,86,27
1121,1121,0,108,128,27,27,0a56,86,27
1122,1122,0,108,128,27,27,0a56,86,27
1123,1123,0,108,128,27,27,0a56,86,27
1124,1124,0,108,128,27,27,0a56,86,27
1125,1125,0,108,128,27,27,0a56,86,27
1126,1126,0,108,128,27,27,0a56,86,27
1127,1127,0,108,128,27,27,0af8,248,27
1128,1128,0,106,128,27,27,0af8,248,27
1129,1129,0,106,128,27,27,0af8,248,27
1130,1130,0,106,128,27,27,0af8,248,27
1131,1131,0,106,128,27,27,0af8,248,27
1132,1132,0,106,128,27,27,0af8,248,27
1133,1133,0,106,128,27,27,0af8,248,27
1134,1134,0,106,128,27,27,0af8,248,27
1135,1135,0,106,128,27,27,0af8,248,27
1136,1136,0,106,128,27,27,0af8,248,27
1137,1137,0,106,128,27,27,0af8,248,27
1138,1138,0,106,128,27,27,0af8,248,27
1139,1139,0,106,128,27,27,0af8,248,27
1140,1140,0,106,128,27,27,0af8,248,27
1141,1141,0,106,128,27,27,0af8,248,27
1142,1142,0,106,128,27,27,0af8,248,27
1143,1143,0,106,128,27,27,0af8,248,27
1144,1144,0,106,128,27,27,0af8,248,27
1145,1145,0,106,128,27,27,0af8,248,27
1146,1146,0,106,128,27,27,0af8,248,27
1147,1147,0,106,128,27,27,0b49,73,27
1148,1148,0,106,128,27,27,0b49,73,27
1149,1149,0,106,128,27,27,0b49,73,27
1150,1150,0,106,128,27,27,0b49,73,27
1151,1151,0,106,128,27,27,0b49,73,27
1152,1152,0,106,128,27,27,0b49,73,27
1153,1153,0,106,128,27,27,0b49,73,27
1154,1154,0,106,128,27,27,0b49,73,27
1155,1155,0,106,128,27,27,0b49,73,27
1156,1156,0,106,128,27,27,0b49,73,27
1157,1157,0,106,128,27,27,0b49,73,27
1158,1158,0,106,128,27,27,0b49,73,27
1159,1159,0,106,128,27,27,0b49,73,27
1160,1160,0,106,128,27,27,0b49,73,27
1161,1161,0,106,128,27,27,0b49,73,27
1162,1162,0,106,128,27,27,0b49,73,27
1163,1163,0,106,128,27,27,0b49,73,27
1164,1164,0,106,128,27,27,0b49,73,27
1165,1165,0,106,128,27,27,0b49,73,27
1166,1166,0,106,128,27,27,0b49,73,27
1167,1167,0,106,128,27,27,0b9a,154,27
1168,1168,0,106,128,27,27,0b9a,154,27
1169,1169,0,106,128,27,27,0b9a,154,27
1170,1170,0,106,128,27,27,0b9a,154,27
1171,1171,0,106,128,27,27,0b9a,154,27
1172,1172,0,106,128,27,27,0b9a,154,27
1173,1173,0,106,128,27,27,0b9a,154,27
1174,1174,0,106,128,27,27,0b9a,154,27
1175,1175,0,106,128,27,27,0b9a,154,27
1176,1176,0,106,128,27,27,0b9a,154,27
1177,1177,0,106,128,27,27,0b9a,154,27
1178,1178,0,106,128,27,27,0b9a,154,27
1179,1179,0,106,128,27,27,0b9a,154,27
1180,1180,0,106,128,27,27,0b9a,154,27
1181,1181,0,106,128,27,27,0b9a,154,27
1182,1182,0,106,128,27,27,0b9a,154,27
1183,1183,0,106,128,27,27,0b9a,154,27
1184,1184,0,106,128,27,27,0b9a,154,27
1185,1185,0,106,128,27,27,0b9a,154,27
1186,1186,0,106,128,27,27,0b9a,154,27
1187,1187,0,106,128,27,27,0beb,235,27
1188,1188,0,106,128,27,27,0beb,235,27
1189,1189,0,106,128,27,27,0beb,235,27
1190,1190,0,106,128,27,27,0beb,235,27
1191,1191,0,106,128,27,27,0beb,235,27
1192,1192,0,106,128,27,27,0beb,235,27
1193,1193,0,106,128,27,27,0beb,235,27
1194,1194,0,106,128,27,27,0beb,235,27
1195,1195,0,106,128,27,27,0beb,235,27
1196,1196,0,106,128,27,27,0beb,235,27
1197,1197,0,106,128,27,27,0beb,235,27
1198,1198,0,106,128,27,27,0beb,235,27
1199,1199,0,106,128,27,27,0beb,235,27
1200,1200,0,106,128,27,27,0beb,235,27
1201,1201,0,106,128,27,27,0beb,235,27
1202,1202,0,106,128,27,27,0beb,235,27
1203,1203,0,106,128,27,27,0beb,235,27
1204,1204,0,106,128,27,27,0beb,235,27
1205,1205,0,106,128,27,27,0beb,235,27
1206,1206,0,106,128,27,27,0beb,235,27
1207,1207,0,106,128,27,27,0c3c,60,27
1208,1208,0,106,128,27,27,0c3c,60,27
1209,1209,0,106,128,27,27,0c3c,60,27
1210,1210,0,106,128,27,27,0c3c,60,27
1211,1211,0,106,128,27,27,0c3c,60,27
